cr_returned_date_sk|cr_returned_time_sk|cr_item_sk|cr_refunded_customer_sk|cr_refunded_cdemo_sk|cr_refunded_hdemo_sk|cr_refunded_addr_sk|cr_returning_customer_sk|cr_returning_cdemo_sk|cr_returning_hdemo_sk|cr_returning_addr_sk|cr_call_center_sk|cr_catalog_page_sk|cr_ship_mode_sk|cr_warehouse_sk|cr_reason_sk|cr_order_number|cr_return_quantity|cr_return_amount|cr_return_tax|cr_return_amt_inc_tax|cr_fee|cr_return_ship_cost|cr_refunded_cash|cr_reversed_charge|cr_store_credit|cr_net_loss
2452363|43893|1621|4728|126348|481|3934|4728|126348|5495|3934|1|6263|8|1|3|12465|14|592.62|53.33|645.95|60.28|231.84|53.33|328.96|210.33|345.45
2452347|45254|717|9099|98185|6071|1204|9099|98185|3263|1204|1|7053|12|1|3|12467|18|1857.96|167.21|2025.17|25.29|786.78|1133.35|449.25|275.36|979.28
2452344|39333|1003|5036|22134|6959|2497|4322|129344|1739|2374|1|5986|19|1|2|12469|22|675.62|0.00|675.62|1.58|62.04|13.51|225.11|437.00|63.62
2452487|61221|1017|5036|22134|6959|2497|3660|54585|3917|1402|1|6225|11|1|3|12469|18|90.00|1.80|91.80|83.78|63.72|89.10|0.41|0.49|149.30
2452365|30479|1211|1698|54038|4971|631|8433|176586|938|1217|1|6177|7|1|1|12470|14|171.36|15.42|186.78|21.05|72.38|82.25|73.96|15.15|108.85
2452381|10463|429|6165|174805|3092|1532|7910|14398|6693|3915|1|5993|7|1|3|12471|37|447.33|8.94|456.27|46.96|113.96|339.97|8.58|98.78|169.86
2452386|81175|89|7902|105874|1879|2044|3232|20332|4139|1226|1|5973|20|1|3|12472|89|121.93|6.09|128.02|56.91|2207.20|6.09|52.12|63.72|2270.20
2452330|75597|1753|2219|138986|473|1600|8476|112960|3970|853|1|6008|9|1|2|12473|5|481.05|24.05|505.10|99.26|217.60|197.23|175.96|107.86|340.91
2452463|46088|85|2219|138986|473|1600|7709|17079|2470|21|1|6039|7|1|2|12473|8|479.36|14.38|493.74|38.18|168.00|464.97|0.86|13.53|220.56
2452506|40892|623|8302|22233|2964|1048|2938|180226|3748|4430|1|5943|16|1|1|12476|11|929.61|18.59|948.20|16.20|626.45|799.46|7.80|122.35|661.24
2452492|49518|537|1281|77410|1332|1381|6528|133269|6059|729|1|7099|6|1|1|12478|22|125.40|5.01|130.41|10.41|1128.60|31.35|54.54|39.51|1144.02
2452378|39212|659|1498|63248|6551|301|1527|144069|6603|1977|1|5942|12|1|1|12485|1|96.96|7.75|104.71|45.04|49.76|80.47|13.85|2.64|102.55
2452478|64921|1707|1498|63248|6551|301|7448|39834|3301|735|1|6216|16|1|2|12485|19|1617.09|32.34|1649.43|72.11|627.76|64.68|388.10|1164.31|732.21
2452431|51111|965|1283|18112|141|617|8444|151198|1792|2146|1|7116|15|1|2|12488|45|4347.45|391.27|4738.72|81.87|1242.00|3391.01|487.78|468.66|1715.14
2452460|69004|1119|||526|4214||||4136|1||17|1||12489||2150.40|||73.02|1351.68|451.58|1189.17|509.65|
2452406|49335|169|3967|71449|2291|3053|6553|28252|5660|4595|1|7063|13|1|3|12490|23|321.31|12.85|334.16|27.85|120.98|237.76|35.92|47.63|161.68
2452413|41210|801|3358|61597|2236|3322|1304|150977|793|1362|1|6007|16|1|2|12491|4|276.44|16.58|293.02|89.96|80.96|276.44|0.00|0.00|187.50
2452355|37488|1081|3358|61597|2236|3322|2245|37282|1408|1741|1|6008|20|1|3|12491|29|6623.31|198.69|6822.00|78.21|1232.21|1854.52|1955.20|2813.59|1509.11
2452387|62322|1375|3135|21447|4879|4598|3600|116441|2780|1159|1|7063|16|1|2|12492|2|0.28|0.00|0.28|35.75|11.08|0.20|0.01|0.07|46.83
2452355|66299|1729|3135|21447|4879|4598|5627|138513|6837|1441|1|5954|20|1|1|12492|9|292.86|17.57|310.43|49.69|172.71|17.57|38.54|236.75|239.97
2452332|48952|1695|3135|21447|4879|4598|7138|62063|2806|1229|1|7090|18|1|1|12492|2|2.46|0.22|2.68|79.47|116.02|1.82|0.50|0.14|195.71
2452357|70402|1095|9170|177261|4759|4730|3875|121048|4267|3213|1|5977|4|1|3|12493|23|252.31|10.09|262.40|99.27|126.04|98.40|130.82|23.09|235.40
2452325|76774|1475|7071|109772|233|3614|9100|132872|3743|4414|1|6044|7|1|2|12496|21|750.75|15.01|765.76|51.48|78.33|457.95|96.62|196.18|144.82
2452401|33915|1089|7071|109772|233|3614|7071|109772|2547|3614|1|6168|4|1|2|12496|68|2539.80|228.58|2768.38|2.09|3020.56|1498.48|364.46|676.86|3251.23
2452468|67570|1011|7071|109772|233|3614|9905|14090|661|4439|1|5988|12|1|3|12496|9|674.46|26.97|701.43|30.34|146.97|607.01|20.90|46.55|204.28
2452385|84174|1667|2082|39186|6770|2067|2469|3382|6459|3063|1|7114|1|1|2|12499|10|262.90|5.25|268.15|34.12|219.10|199.80|18.29|44.81|258.47
2452495|73710|1363|2082|39186|6770|2067|7705|8671|6746|854|1|6183|12|1|2|12499|20|1369.40|54.77|1424.17|91.65|978.00|643.61|391.92|333.87|1124.42
2452341|44526|647|5765|9542|4872|2849|5765|9542|5290|2849|1|5951|13|1|2|12500|43|1918.66|172.67|2091.33|8.79|830.33|1074.44|531.85|312.37|1011.79
2452406|40541|549|672|81227|6375|3050|7488|96044|4135|3786|1|6004|12|1|3|12502|15|42.75|0.42|43.17|83.69|410.55|5.13|10.90|26.72|494.66
2452505|69095|1423|672|81227|6375|3050|279|40119|3202|2132|1|6010|8|1|1|12502|6|380.70|15.22|395.92|38.49|211.50|7.61|164.15|208.94|265.21
2452485|67210|1791|672|81227|6375|3050|1492|82818|3349|7|1|7098|20|1|3|12502|5|174.10|6.96|181.06|83.40|293.80|149.72|23.40|0.98|384.16
2452500|65820|1043|248|123941|1667|4353|935|173440|48|569|1|6256|13|1|1|12503|73|7424.10|74.24|7498.34|42.38|5072.77|3489.32|2990.43|944.35|5189.39
2452358|79421|1117|248|123941|1667|4353|2564|117618|550|922|1|6185|18|1|1|12503|10|986.10|78.88|1064.98|75.02|750.30|433.88|552.22|0.00|904.20
2452409|77456|229|6979|179082|7138|4441|3237|101538|1975|732|1|6210|3|1|3|12507|33|115.17|1.15|116.32|15.25|460.68|1.15|90.07|23.95|477.08
2452435|34176|827|6979|179082|7138|4441|6047|58431|5491|1344|1|6032|10|1|3|12507|44|2622.84|52.45|2675.29|55.75|529.76|1940.90|402.34|279.60|637.96
2452327|31509|1155|2178|180562|6673|744|8157|87117|2483|3009|1|6261|7|1|2|12509|70|2622.90|0.00|2622.90|58.37|1311.10|760.64|1620.16|242.10|1369.47
2452459|70553|759|4023|21203|1503|243|5188|83533|5805|3837|1|7048|13|1|3|12513|53|2766.07|138.30|2904.37|36.89|1021.84|359.58|2045.51|360.98|1197.03
2452410|45685|101|3974|80960|1593|3026|6736|124598|6558|4038|1|5942|18|1|3|12514|4|82.60|3.30|85.90|34.19|19.44|63.60|6.27|12.73|56.93
2452317|44743|1045|6507|88358|289|2133|8866|138374|2286|725|1|6252|2|1|2|12518|5|36.75|0.00|36.75|98.63|104.20|20.94|2.21|13.60|202.83
2452498|55418|1489|3187|37368|4236|937|3187|37368|3749|937|1|6209|10|1|3|12520|39|4713.54|94.27|4807.81|75.01|0.00|2498.17|863.99|1351.38|169.28
2452340|58049|1153|3187|37368|4236|937|6616|66726|2193|1380|1|6005|8|1|2|12520|22|338.14|23.66|361.80|33.43|314.60|125.11|91.60|121.43|371.69
2452293|25623|137|3187|37368|4236|937|1856|97584|2146|3988|1|6226|14|1|3|12520|5|10.50|0.00|10.50|3.02|262.95|9.87|0.14|0.49|265.97
2452474|38139|627|3187|37368|4236|937|244|164346|7005|2184|1|7095|1|1|3|12520|8|539.92|21.59|561.51|46.87|126.16|124.18|320.11|95.63|194.62
2452466|43532|1767|7450|179117|5217|2924|6567|15435|2094|2673|1|6235|17|1|1|12521|13|169.78|15.28|185.06|55.20|531.96|164.68|3.31|1.79|602.44
2452376|58717|1479|9210|121376|6229|4115|4786|142795|4728|3828|1|7039|14|1|3|12522|1|92.10|6.44|98.54|60.21|47.47|80.12|5.87|6.11|114.12
2452413|27278|473|9210|121376|6229|4115|6390|79053|6684|4428|1|6262|1|1|2|12522|22|458.92|32.12|491.04|5.04|260.92|279.94|28.63|150.35|298.08
2452408|80002|1425|2359|166470|6548|1866|1639|51903|4755|3654|1|6189|4|1|1|12526|39|3336.84|133.47|3470.31|13.69|2447.25|767.47|1207.60|1361.77|2594.41
2452302|61273|1047|886|55830|4854|2638|7210|173727|2989|2851|1|6184|17|1|2|12527|12|137.28|5.49|142.77|83.73|231.36|130.41|6.87|0.00|320.58
2452484|16114|41|9492|97814|5736|1811|8640|55731|774|2977|1|7035|13|1|1|12528|4|288.52|2.88|291.40|7.13|56.28|222.16|41.14|25.22|66.29
2452422|2217|1495|3452|129695|6258|4661|9989|75946|2337|895|1|7030|15|1|3|12532|77|1467.62|0.00|1467.62|33.71|800.80|895.24|125.92|446.46|834.51
2452406|57611|1669|7089|40718|7147|1823|435|114300|4004|3795|1|5968|1|1|1|12533|17|615.91|43.11|659.02|13.77|358.02|24.63|88.69|502.59|414.90
2452363|16421|1177||40718|7147|1823||88759||2569|1|||1||12533|||0.52|9.24|42.97||3.22||0.55|
2452394|47667|1607|4509|46283|1017|1871|8534|37330|6664|3925|1|7045|1|1|2|12534|24|506.16|45.55|551.71|25.47|506.16|96.17|94.29|315.70|577.18
2452485|21738|997|2219|73382|2112|1882|9316|97897|5226|2035|1|5994|2|1|2|12537|16|268.16|10.72|278.88|11.21|122.56|0.00|174.30|93.86|144.49
2452510|70704|971|2219|73382|2112|1882|2219|73382|406|1882|1|6003|15|1|3|12537|1|60.27|1.80|62.07|69.57|4.63|56.05|1.60|2.62|76.00
2452349|49520|1245|4473|148167|4181|1035|2348|27836|4562|1695|1|5994|20|1|2|12538|41|2655.16|159.30|2814.46|3.71|530.95|1858.61|557.58|238.97|693.96
2452371|10371|717|9207|110608|1849|1770|5858|1075|7033|2544|1|6208|11|1|1|12540|63|3872.61|77.45|3950.06|18.01|1636.11|3524.07|282.31|66.23|1731.57
2452491|43454|1527|9356|43405|6094|4463|2635|89740|4014|1968|1|6036|10|1|2|12542|23|133.17|1.33|134.50|3.57|266.34|57.26|35.67|40.24|271.24
2452376|15990|759|8725|5811|6064|4310|3405|156353|2901|4296|1|7099|1|1|3|12544|51|2105.79|0.00|2105.79|2.09|1176.57|315.86|680.17|1109.76|1178.66
2452371|53986|855|8725|5811|6064|4310|2819|96759|3304|2336|1|5990|11|1|2|12544|1|142.47|11.39|153.86|22.21|21.10|58.41|60.52|23.54|54.70
2452460|63206|303|8725|5811|6064|4310|4461|63543|6821|3059|1|7056|20|1|1|12544|59|3951.82|0.00|3951.82|77.81|308.57|3596.15|39.12|316.55|386.38
2452356|59159|1|4904|134727|2390|4933|2801|157661|3392|1603|1|7073|16|1|3|12545|32|1274.88|50.99|1325.87|9.94|245.12|369.71|244.39|660.78|306.05
2452338|50792|1003|5922|50698|3554|2123|7806|114919|6018|2157|1|5964|1|1|1|12548|2|81.42|6.51|87.93|59.77|90.90|28.49|24.34|28.59|157.18
2452344|35436|301|6609|143796|6183|570|7868|133972|3304|1403|1|5961|6|1|1|12552|15|965.40|38.61|1004.01|69.31|380.25|791.62|59.08|114.70|488.17
2452413|69206|1107|6609|143796|6183|570|4907|108357|1530|4463|1|6009|9|1|1|12552|34|238.00|2.38|240.38|45.91|1082.90|221.34|6.99|9.67|1131.19
2452454|49882|1767|6217|119092|880|1435|9498|17481|801|2714|1|7086|7|1|3|12553|22|91.08|1.82|92.90|83.95|71.72|28.23|45.88|16.97|157.49
2452368|33220|361|4819|133987|1715|4010|9563|117103|7186|349|1|5962|11|1|3|12554|12|342.24|6.84|349.08|63.39|352.56|342.24|0.00|0.00|422.79
2452503|48596|1531|4819|133987|1715|4010|1049|152055|6571|727|1|7076|1|1|1|12554|51|787.95|55.15|843.10|72.37|135.66|787.95|0.00|0.00|263.18
2452383|20332|1781|7744|154382|5500|3578|8722|118346|4171|4923|1|7076|12|1|2|12555|20|1253.00|100.24|1353.24|85.04|284.60|676.62|322.77|253.61|469.88
2452441|71625|995|674|8821|3401|2588|3428|145517|4140|2043|1|6019|19|1|1|12559|45|2978.55|29.78|3008.33|25.26|350.10|2770.05|85.48|123.02|405.14
2452397|73298|917|824|49888|4745|2329|9384|129701|1099|264|1|7084|18|1|3|12560|44|4783.24|95.66|4878.90|19.94|2989.36|3635.26|711.74|436.24|3104.96
2452444|42429|643|824|49888|4745|2329|3443|33812|6264|1723|1|6007|6|1|3|12560|16|682.72|40.96|723.68|45.71|71.84|443.76|203.11|35.85|158.51
2452385|62658|1001|824|49888|4745|2329|7886|139714|859|1604|1|6001|19|1|1|12560|6|561.66|44.93|606.59|27.28|140.40|0.00|146.03|415.63|212.61
2452429|79098|659|8944|76017|2930|4723|2629|76638|1066|3894|1|6196|5|1|3|12561|50|5053.00|0.00|5053.00|42.12|2936.00|2324.38|1910.03|818.59|2978.12
2452392|52543|861|1382|153739|5409|2046|2833|37610|5006|3235|1|6235|9|1|1|12562|21|654.78|26.19|680.97|77.65|723.66|333.93|304.80|16.05|827.50
2452438|62716|1409|9008|103099|1910|114|1022|133001|6354|4667|1|5983|19|1|2|12565|57|5145.96|154.37|5300.33|68.92|3108.78|3962.38|390.58|793.00|3332.07
2452394|56533|1177|1667|108530|5313|3383|3341|108098|2530|3635|1|6017|4|1|1|12566|23|1013.15|70.92|1084.07|39.69|1259.48|476.18|268.48|268.49|1370.09
2452364|16280|371|1667|108530|5313|3383|695|150182|824|539|1|6020|18|1|3|12566|64|2344.96|0.00|2344.96|8.14|1202.56|633.13|1266.75|445.08|1210.70
2452475|43214|1307|7524|121268|772|2443|1349|74008|4433|1265|1|5992|7|1|2|12567|17|487.90|34.15|522.05|68.67|329.29|190.28|122.02|175.60|432.11
2452427|55667|375|7524|121268|772|2443|8650|96642|153|4337|1|5977|10|1|1|12567|9|426.60|34.12|460.72|85.49|304.74|255.96|32.42|138.22|424.35
2452333|45823|303|7911|31307|6863|139|7911|31307|5|139|1|5953|11|1|2|12569|1|2.36|0.04|2.40|13.46|17.31|0.40|1.33|0.63|30.81
2452367|74569|457|5149|45327|2512|3570|7532|153502|3247|1439|1|5968|1|1|3|12570|1|97.33|1.94|99.27|31.78|35.20|33.09|10.27|53.97|68.92
2452336|68403|1223|5149|45327|2512|3570|2118|26167|1741|482|1|6002|18|1|2|12570|4|201.80|8.07|209.87|46.26|12.60|74.66|1.27|125.87|66.93
2452424|37480|1611|5149|45327|2512|3570|5149|45327|5531|3570|1|7057|1|1|2|12570|9|165.51|13.24|178.75|94.34|46.53|9.93|66.89|88.69|154.11
2452486|75375|943|3911|18794|6237|3400|2475|46557|5554|1711|1|7027|15|1|3|12573|1|0.63|0.01|0.64|60.66|1.56|0.49|0.03|0.11|62.23
2452448|35013|1249|8964|66396|4821|2773|1853|169862|1211|4800|1|6020|7|1|2|12575|93|624.96|37.49|662.45|49.86|426.87|393.72|43.93|187.31|514.22
2452500|80935|1749|650|159480|3430|3773|9776|15148|4477|359|1|6211|6|1|2|12576|9|241.11|19.28|260.39|14.79|112.50|185.65|41.59|13.87|146.57
2452426|37156|943|4686|120172|698|2504|4686|120172|7119|2504|1|6045|13|1|3|12577|2|51.90|0.51|52.41|57.32|70.44|26.46|6.36|19.08|128.27
2452368|57365|3|4686|120172|698|2504|3879|4861|3523|1945|1|6202|4|1|2|12577|17|312.97|21.90|334.87|29.47|129.71|294.19|1.87|16.91|181.08
2452349|63195|223|5601|159659|5557|1488|1747|35250|4709|4841|1|6015|11|1|2|12578|50|3376.50|168.82|3545.32|71.06|1717.50|1249.30|808.33|1318.87|1957.38
2452468|75394|1639|310|38128|4139|1230|1491|75283|5859|1628|1|7029|9|1|1|12579|38|53.96|1.61|55.57|94.25|22.04|51.80|2.05|0.11|117.90
2452358|68706|359|2008|26711|5207|2830|2062|24881|290|2332|1|6010|5|1|1|12580|22|368.28|14.73|383.01|10.00|361.24|73.65|23.57|271.06|385.97
2452391|40519|1433||12688||||47023|2552|1961||||||12581|||2.38||63.76|59.73||2.07||125.87
2452421|76617|727|7292|151433|4261|1122|741|144175|142|3629|1|5991|17|1|2|12583|79|910.08|27.30|937.38|50.69|399.74|536.94|317.16|55.98|477.73
2452379|19733|413|7292|151433|4261|1122|8361|129200|938|1476|1|6185|3|1|3|12583|26|866.32|25.98|892.30|37.77|618.80|493.80|260.76|111.76|682.55
2452386|11939|801|7292|151433|4261|1122|2509|35473|5983|580|1|5965|17|1|1|12583|17|184.96|11.09|196.05|14.24|87.55|59.18|1.25|124.53|112.88
2452436|57186|1273|6437|134576|795|1974|1766|104282|4111|2180|1|6048|7|1|1|12586|12|21.72|0.65|22.37|55.61|65.28|18.67|1.95|1.10|121.54
2452399|39201|877|3948|168885|6782|3599|5561|28629|1210|2831|1|5977|7|1|3|12588|33|42.90|3.43|46.33|71.21|0.00|14.58|28.32|0.00|74.64
2452387|58366|461|4106|35829|319|1002|8908|148445|5997|4076|1|5949|19|1|3|12589|23|0.00|0.00|0.00|43.30|1060.53|0.00|0.00|0.00|1103.83
2452379|67755|647|9354|25459|1277|3062|3981|43850|5722|2481|1|7128|11|1|3|12590|2|18.86|1.69|20.55|48.65|2.54|2.82|16.04|0.00|52.88
2452440|31898|1359|9928|69575|1815|935|9683|32708|475|4489|1|6206|17|1|3|12592|1|13.85|0.27|14.12|49.81|6.17|4.84|0.99|8.02|56.25
2452386|27072|1299|9928|69575|1815|935|7343|24509|4392|4835|1|7053|4|1|3|12592|41|664.20|6.64|670.84|91.51|157.85|418.44|34.40|211.36|256.00
2452441|38947|417|7428|188976|2604|3392|2033|185625|3707|4349|1|5946|2|1|3|12593|30|92.10|3.68|95.78|40.59|119.70|29.47|17.53|45.10|163.97
2452331|66599|1753|2569|139015|2181|4587|4661|3187|6225|4310|1|7112|4|1|2|12594|6|193.80|3.87|197.67|98.70|105.24|191.86|0.54|1.40|207.81
2452483|36825|963|9524|22350|6583|3489|2754|123470|5228|1139|1|6163|19|1|3|12595|3|161.94|11.33|173.27|53.23|134.49|17.81|85.03|59.10|199.05
2452391|51962|237|2265|145149|1826|183|7555|159149|848|2267|1|7083|11|1|3|12596|84|2842.56|0.00|2842.56|37.59|3822.00|312.68|1442.03|1087.85|3859.59
2452312|37444|681|686|182789|3532|955|2534|123661|3434|3447|1|6207|19|1|1|12598|75|293.25|5.86|299.11|51.52|49.50|170.08|24.63|98.54|106.88
2452427|31393|1215|9471|125196|168|893|5788|51125|1417|3109|1|7109|5|1|1|12599|14|1124.34|56.21|1180.55|9.75|410.76|494.70|352.59|277.05|476.72
2452426|59690|83|3841|90981|6714|574|9928|6896|2316|3976|1|6218|9|1|2|12602|47|1573.09|141.57|1714.66|34.34|73.79|786.54|558.45|228.10|249.70
2452425|12315|353|3841|90981|6714|574|3907|71961|5371|101|1|7068|11|1|1|12602|13|36.40|1.82|38.22|32.89|57.72|34.58|0.65|1.17|92.43
2452282|78469|449|5932|23910|5041|4219|3621|96129|4058|1347|1|6007|14|1|2|12603|18|723.06|50.61|773.67|52.27|83.34|527.83|27.33|167.90|186.22
2452315|19302|1781|5932|23910|5041|4219|989|148171|5591|1651|1|5998|11|1|2|12603|12|89.76|1.79|91.55|17.88|212.28|70.01|6.91|12.84|231.95
2452365|54712|213|5932|23910|5041|4219|1460|137046|538|863|1|6173|12|1|1|12603|16|1201.44|12.01|1213.45|6.00|408.48|240.28|144.17|816.99|426.49
2452334|43952|1427|9006|38335|3744|3513|5024|72634|15|4316|1|5991|6|1|1|12604|1|18.27|0.36|18.63|79.32|2.92|18.27|0.00|0.00|82.60
2452516|76565|1549|9006|38335|3744|3513|9000|111003|5105|4000|1|6240|5|1|3|12604|25|1660.50|0.00|1660.50|94.33|167.75|1594.08|22.58|43.84|262.08
2452399|52259|1195|9006|38335|3744|3513|7632|55374|768|2315|1|6036|10|1|3|12604|31|846.30|33.85|880.15|45.94|1370.51|507.78|236.96|101.56|1450.30
2452377|72267|163|6280|84157|4947|4304|9337|6362|3940|2965|1|5988|6|1|3|12605|22|1601.82|16.01|1617.83|11.14|294.14|768.87|249.88|583.07|321.29
2452318|78421|707|1543|165043|1136|1309|3542|73010|6098|4506|1|7044|16|1|3|12608|46|5839.70|408.77|6248.47|64.75|486.22|3795.80|1205.90|838.00|959.74
2452360|78114|1607|1543|165043|1136|1309|2105|49366|5101|1396|1|6024|14|1|3|12608|84|11100.60|111.00|11211.60|55.69|10434.48|8880.48|1554.08|666.04|10601.17
2452351|72788|557|1543|165043|1136|1309|843|11456|6987|4798|1|5954|11|1|3|12608|13|284.18|11.36|295.54|76.83|371.54|278.49|4.55|1.14|459.73
2452492|38076|627|7733|183661||2310||14025|6419|||6174|7|1||12609|28||239.97|2906.41|90.76|954.52|2479.78|||
2452458|46498|1665|7733|183661|2102|2310|5704|29827|381|3008|1|6019|9|1|3|12609|63|1721.79|68.87|1790.66|45.92|315.00|1704.57|11.70|5.52|429.79
2452313|42841|377|2617|105636|6015|314|2617|105636|4185|314|1|6185|15|1|3|12610|32|851.20|76.60|927.80|64.29|516.80|612.86|57.20|181.14|657.69
2452347|71249|791|8764|180794|1944|334|5298|158473|7118|3883|1|5970|18|1|2|12611|63|6380.01|510.40|6890.41|38.04|1776.60|4402.20|1839.36|138.45|2325.04
2452477|13247|691|3795|64969|2430|3524|4696|183419|4117|622|1|5975|10|1|2|12613|28|2278.64|45.57|2324.21|25.01|882.00|1640.62|216.92|421.10|952.58
2452331|68043|943|3795|64969|2430|3524|1382|44614|4719|2177|1|5989|12|1|1|12613|65|4577.30|91.54|4668.84|59.31|817.05|1922.46|159.29|2495.55|967.90
2452300|24532|1397|7835|181252|2462|1152|2395|114764|5575|1106|1|6005|19|1|1|12616|2|0.88|0.04|0.92|4.48|8.80|0.17|0.52|0.19|13.32
2452393|69531|797|7516|102005|767|2216|3564|141964|1931|4738|1|5970|19|1|2|12618|13|1985.23|0.00|1985.23|91.57|326.69|1270.54|643.22|71.47|418.26
2452431|77716|1787|7516|102005|767|2216|2821|145875|1775|2102|1|7105|11|1|2|12618|16|754.24|30.16|784.40|79.47|293.92|301.69|131.23|321.32|403.55
2452391|61526|1459|389|44940|258|3369|5537|110680|4232|1904|1|5997|20|1|2|12619|34|240.38|4.80|245.18|37.29|0.00|213.93|16.92|9.53|42.09
2452367|29744|661|434|156825|5583|4134|593|133693|1824|4468|1|7071|7|1|2|12621|43|378.83|11.36|390.19|84.96|658.33|0.00|200.77|178.06|754.65
2452353|45770|25|3549|59331|1593|615|921|110989|1553|2597|1|6035|2|1|1|12623|14|127.82|0.00|127.82|6.08|136.50|61.35|20.60|45.87|142.58
2452451|59734|1657|1820|137535|3010|4158|6927|21039|6435|2224|1|7100|5|1|3|12624|76|768.36|46.10|814.46|46.59|2400.84|522.48|41.79|204.09|2493.53
2452358|36349|671|1820|137535|3010|4158|1265|94996|6848|3707|1|7032|10|1|2|12624|55|5044.60|201.78|5246.38|63.39|3003.00|1614.27|2915.78|514.55|3268.17
2452378|64684|1463|4533|138425|2764|1903|1077|34699|2952|1772|1|7097|18|1|1|12626|56|3125.92|93.77|3219.69|87.16|1476.16|406.36|2692.36|27.20|1657.09
2452315|56488|423|4533|138425|2764|1903|8910|48624|5079|294|1|6230|19|1|3|12626|18|269.46|5.38|274.84|93.24|188.64|123.95|24.73|120.78|287.26
2452402|23346|797|4533|138425|2764|1903|6238|63251|1735|579|1|5986|11|1|1|12626|35|3713.50|297.08|4010.58|43.50|484.05|74.27|3384.48|254.75|824.63
2452504|75409|1053|4533|138425|2764|1903|1402|86433|2469|4098|1|5996|5|1|1|12626|7|605.92|48.47|654.39|83.18|317.38|24.23|29.08|552.61|449.03
2452369|8286|1705|4533|138425|2764|1903|7280|164902|3758|2814|1|7086|2|1|2|12626|20|111.40|0.00|111.40|78.65|557.20|72.41|30.02|8.97|635.85
2452390|58132|1787|4533|138425|2764|1903|4533|138425|6625|1903|1|7062|5|1|1|12626|15|69.60|6.26|75.86|64.64|613.05|13.22|2.81|53.57|683.95
2452350|45819|1481||||||87130|||||4|1|3|12627||48.42|1.93||47.71||25.66|14.79|7.97|
2452403|18587|1197|3269|156990|311|432|3163|82902|1613|1291|1|5996|11|1|2|12628|2|59.72|4.18|63.90|82.08|40.86|59.72|0.00|0.00|127.12
2452375|40029|1291|3269|156990|311|432|7489|112827|1344|341|1|6190|5|1|2|12628|14|112.56|7.87|120.43|80.95|281.40|29.26|44.98|38.32|370.22
2452402|70874|279|927|68490|453|4416|2701|33733|5334|3535|1|7063|18|1|3|12630|24|542.88|0.00|542.88|5.74|119.76|466.87|20.52|55.49|125.50
2452468|43041|615|927|68490|453|4416|451|61736|732|4408|1|5965|3|1|1|12630|5|90.60|4.53|95.13|90.86|60.40|23.55|49.61|17.44|155.79
2452322|68286|1525|2522|29247|819|591|3224|139138|5464|3183|1|5995|14|1|2|12631|2|113.42|9.07|122.49|37.47|73.72|82.79|11.94|18.69|120.26
2452383|35582|867|1064|27643|3662|4961|128|142528|3836|4217|1|6018|7|1|1|12632|18|1290.60|64.53|1355.13|84.72|178.56|632.39|421.25|236.96|327.81
2452343|85378|887|6226|33354|5475|323|4054|117886|4390|2581|1|6014|20|1|1|12633|43|184.04|14.72|198.76|81.70|1536.39|134.34|6.95|42.75|1632.81
2452403|76658|1687|6226|33354|5475|323|482|30547|6414|3081|1|5960|9|1|1|12633|82|6983.12|69.83|7052.95|27.84|3142.24|2723.41|4217.11|42.60|3239.91
2452461|22350|819|8592|112049|1713|1050|8885|73432|5469|2433|1|6188|18|1|1|12634|3|141.78|7.08|148.86|86.77|17.07|90.73|25.52|25.53|110.92
2452357|9228|1557|8592|112049|1713|1050|4519|87013|3234|3248|1|5961|4|1|3|12634|23|84.18|0.00|84.18|4.30|227.01|15.99|51.14|17.05|231.31
2452331|38562|449|2410|11707|5371|4028|2568|110728|7116|57|1|7083|14|1|1|12635|4|490.56|34.33|524.89|97.54|81.76|470.93|4.90|14.73|213.63
2452302|74964|1311|9217|165893|6282|2838|9217|165893|481|2838|1|6221|8|1|3|12640|62|4051.08|162.04|4213.12|67.11|515.22|3443.41|188.37|419.30|744.37
2452418|43512|1083|9217|165893|6282|2838|3886|56495|802|4029|1|7027|3|1|2|12640|1|42.24|0.42|42.66|17.08|27.54|10.98|30.00|1.26|45.04
2452383|40015|947|4290|79740|4503|3833|3447|38355|6299|1636|1|7124|1|1|2|12642|75|1133.25|11.33|1144.58|15.53|207.75|815.94|6.34|310.97|234.61
2452450|77635|1745|4290|79740|4503|3833|2823|27550|691|4305|1|5950|8|1|2|12642|25|1887.25|113.23|2000.48|50.98|897.25|981.37|715.64|190.24|1061.46
2452423|27624|1011|4795||1537||6477||3129|4209|1||2|1||12643|70||||82.91||1276.87|||4956.40
2452353|67717|353|2948|114358|3368|778|3717|93669|6287|2345|1|6004|19|1|2|12645|11|968.44|9.68|978.12|50.19|329.89|58.10|837.51|72.83|389.76
2452528|48216|1301|2948|114358|3368|778|9866|47576|6284|4072|1|6012|9|1|1|12645|3|209.22|14.64|223.86|47.22|35.70|173.65|17.42|18.15|97.56
2452450|33212|757|6170|116715|1740|2478|2500|160094|704|3154|1|6024|4|1|2|12649|10|312.10|3.12|315.22|18.88|0.00|240.31|45.94|25.85|22.00
2452386|10578|1607|290|100001|1552|1783|5378|23807|3566|2885|1|7036|9|1|1|12652|32|474.56|0.00|474.56|67.76|24.32|23.72|238.94|211.90|92.08
