sr_returned_date_sk|sr_return_time_sk|sr_item_sk|sr_customer_sk|sr_cdemo_sk|sr_hdemo_sk|sr_addr_sk|sr_store_sk|sr_reason_sk|sr_ticket_number|sr_return_quantity|sr_return_amt|sr_return_tax|sr_return_amt_inc_tax|sr_fee|sr_return_ship_cost|sr_refunded_cash|sr_reversed_charge|sr_store_credit|sr_net_loss
2451530|36059|1538|8831|129092|1753|3614|1|1|18603|45|24.75|0.49|25.24|49.94|148.95|17.07|2.30|5.38|199.38
||1033|8239||1026||1||18605|31|918.22||973.31|49.46|612.25|569.29|293.10|55.83|
2452625|42462|1159|8619|88175|7091|3880|1|1|18606|10|580.00|11.60|591.60|59.00|104.80|17.40|118.14|444.46|175.40
2451785|43182|425|3022|101923|918|4633|1|2|18607|67|874.35|61.20|935.55|44.98|566.15|131.15|245.25|497.95|672.33
2451779|33995|1745|3022|176852|4871|4610|1|2|18607|7|303.59|27.32|330.91|99.10|94.36|203.40|73.13|27.06|220.78
2451089|40033|926|8789|10477|4435|2880|1|3|18608|16|512.80|5.12|517.92|36.32|676.80|394.85|12.97|104.98|718.24
2451018|51417|1324|2219|25798|2097|2636|1|1|18608|14|441.42|30.89|472.31|75.93|83.44|278.09|107.79|55.54|190.26
2452753|55591|1111|7936|94133|3599|2232|1|2|18609|34|3799.84|151.99|3951.83|19.12|1477.64|2697.88|11.01|1090.95|1648.75
2452617|54614|1231|9967|10914|6875|3709|1|2|18610|23|2320.70|0.00|2320.70|88.47|964.39|1438.83|326.29|555.58|1052.86
2452550|39610|1105|5256|22206|4883|3873|1|3|18611|7|33.04|2.31|35.35|66.19|33.04|22.13|0.32|10.59|101.54
||1049|5027|||4654|1|3|18612||||5912.71|||1591.88|||
2452172|57440|1171|4093|127809|4018|4034|1|3|18613|21|68.25|2.73|70.98|67.85|501.90|58.01|6.65|3.59|572.48
2452221|43682|635|6364|155310|6319|3535|1|3|18615|34|1104.32|11.04|1115.36|17.21|426.70|132.51|738.57|233.24|454.95
2452229|53168|225|6364|164686|5752|1331|1|3|18615|26|754.00|22.62|776.62|12.78|494.00|527.80|36.19|190.01|529.40
2451757|49541|713|424|69592|2482|3692|1|1|18616|45|154.80|12.38|167.18|63.58|1278.45|117.64|21.92|15.24|1354.41
2452301|31461|786|2450|118212|4967|49|1|2|18617|9|907.56|0.00|907.56|48.30|189.90|36.30|226.52|644.74|238.20
2452337|57420|147|811|160767|5656|4832|1|3|18617|81|876.42|8.76|885.18|70.56|2979.18|587.20|133.04|156.18|3058.50
2451853|32628|101|8048|148860|5606|2672|1|2|18618|20|480.20|9.60|489.80|0.92|0.00|398.56|66.94|14.70|10.52
2451818|40381|1547|8048|33028|4679|3930|1|3|18618|13|884.39|70.75|955.14|69.79|106.73|106.12|54.47|723.80|247.27
2451868|47137|992|8048|56372|1488|1371|1|2|18618|36|399.60|19.98|419.58|64.86|1318.68|71.92|19.66|308.02|1403.52
2451717|52569|1681|8048|135704|2530|356|1|1|18618|16|1786.88|35.73|1822.61|10.70|291.36|768.35|427.78|590.75|337.79
2451307|47095|1288|6314|73014|6338|389|1|1|18619|2|3.50|0.17|3.67|77.03|9.34|2.06|0.37|1.07|86.54
2451319|49935|1712|5101|28871|3564|2730|1|1|18620|41|356.29|24.94|381.23|19.28|784.33|124.70|60.21|171.38|828.55
2452390|41329|421|5454|86332|4683|2121|1|2|18621|3|215.16|10.75|225.91|19.32|51.84|4.30|105.43|105.43|81.91
2452457|41930|1080|2672|58921|3041|2474|1|2|18621|1|1.32|0.05|1.37|16.81|0.81|1.12|0.04|0.16|17.67
2451766|32565|121|1740|58347|1787|3667|1|3|18622|28|1896.72|0.00|1896.72|63.52|549.64|360.37|645.26|891.09|613.16
2452343|34989|1279|1951|51228|1238|1121|1|3|18623|5|326.70|6.53|333.23|29.96|284.10|225.42|7.08|94.20|320.59
2451512|59370|658|2116|128517|2172|154|1|1|18624|20|106.40|1.06|107.46|96.97|186.40|71.28|14.39|20.73|284.43
2451538|39962|1772|1038|100950|528|2113|1|2|18627|14|223.16|2.23|225.39|89.20|129.36|140.59|30.55|52.02|220.79
2451544|55861|262|1038|73440|5881|3362|1|1|18627|84|408.24|12.24|420.48|74.55|3675.84|106.14|244.70|57.40|3762.63
2451130|34471|772|8201|50406|1892|978|1|2|18628|43|4432.87|132.98|4565.85|85.87|1329.56|3324.65|11.08|1097.14|1548.41
2452294|51140|579|7280|173783|2672|4561|1|2|18630|10|573.10|0.00|573.10|18.48|414.60|74.50|129.63|368.97|433.08
2451516|52059|1736|1361|57305|732|3752|1|1|18631|58|1215.10|48.60|1263.70|61.96|1035.88|1008.53|47.51|159.06|1146.44
2451188|56485|808|4708|68271|4411|1871|||18637|1|||0.67||4.08||0.00|0.02|17.94
2452050|40604|545|6388|166185|5154|4563|1|1|18638|6|48.00|3.84|51.84|70.10|42.42|31.20|3.52|13.28|116.36
2452636|54956|1161|8196|189000|1467|3927|1|2|18640|19|1155.39|46.21|1201.60|19.07|635.36|335.06|615.24|205.09|700.64
2450959|29799|898|6121|80621|2538|2502|1|1|18641|11|670.78|46.95|717.73|31.94|266.86|241.48|227.52|201.78|345.75
2451015|48224|1531|1444|41867|5923|3739|1|1|18642|9|57.15|4.57|61.72|93.27|342.99|9.71|32.73|14.71|440.83
2450963|58381|1402|2405|126356|6500|4371|1|1|18642|13|144.95|7.24|152.19|88.22|48.23|97.11|28.70|19.14|143.69
2452400|33230|469|2072|155740|5065|4783|1|3|18643|3|263.28|13.16|276.44|68.28|64.56|42.12|159.23|61.93|146.00
||1237|4783|29524||2538||2|18644|12|||||66.96||||
2451952|42977|986|4783|59750|7165|1420|1|3|18644|1|36.12|1.08|37.20|67.90|70.34|5.77|26.10|4.25|139.32
2452010|43976|1549|8778|71522|266|4163|1|1|18644|65|854.10|42.70|896.80|91.76|94.90|777.23|58.42|18.45|229.36
2452149|28891|865|2015|63299|5906|1233|1|2|18645|37|979.39|19.58|998.97|29.81|174.64|636.60|246.80|95.99|224.03
2452155|40056|1297|2015|123367|2754|1134|1|2|18645|8|642.08|19.26|661.34|3.53|138.80|57.78|81.80|502.50|161.59
2452493|59452|504|4841|154970|5019|3461|1|2|18646|88|1602.48|128.19|1730.67|92.94|4006.64|817.26|125.63|659.59|4227.77
2452571|44216|1470|7562|82118|6387|3776|1|1|18646|9|196.65|1.96|198.61|91.08|267.75|58.99|68.83|68.83|360.79
2452604|44744|319|6875|61330|887|277|1|3|18646|53|1012.30|30.36|1042.66|59.29|463.75|435.28|467.38|109.64|553.40
2451885|38243|173|1654|107390|2373|69|1|1|18647|9|666.72|26.66|693.38|36.85|92.25|626.71|16.80|23.21|155.76
2452323|39841|877|365|96157|3342|454|1|3|18648|23|157.55|7.87|165.42|94.53|149.27|86.65|17.01|53.89|251.67
2452270|55643|555|3839|117497|5922|2940|1|1|18648|33|322.41|29.01|351.42|29.02|90.09|125.73|180.94|15.74|148.12
2451588|59896|604|8790|83049|1467|2332|1|1|18649|71|3119.74|249.57|3369.31|72.00|2744.86|187.18|234.60|2697.96|3066.43
2451514|36386|1792|8790|86486|2267|2208|1|2|18649|16|788.16|55.17|843.33|72.45|178.56|63.05|427.81|297.30|306.18
2452625|34630|246|8338|137806|5341|3643|1|2|18650|46|47.84|4.30|52.14|1.14|216.20|20.57|21.81|5.46|221.64
2452370|39651|649|7525|165362|1068|2294|1|2|18652|23|1545.37|108.17|1653.54|48.78|491.51|1282.65|144.49|118.23|648.46
2452633|41520|313|1883|160228|1866|311|1|1|18653|12|368.16|7.36|375.52|3.39|35.28|305.57|22.53|40.06|46.03
2452050|32987|344|9222|82454|795|1216|1|1|18654|26|3909.36|351.84|4261.20|5.98|439.66|1915.58|19.93|1973.85|797.48
2451553|56610|1153|2527|69495|4030|2605|1|3|18655|34|4306.78|129.20|4435.98|5.55|2258.28|4048.37|201.55|56.86|2393.03
2451020|31398|212|5180|83668|2682|4936|1|1|18656|4|130.36|10.42|140.78|49.88|16.28|26.07|5.21|99.08|76.58
2451153|38569|361|5180|89297|68|799|1|3|18656|43|1088.76|54.43|1143.19|6.45|644.14|0.00|65.32|1023.44|705.02
2451055|54100|1345|5180|139809|2054|4859|1|1|18656|54|622.08|43.54|665.62|80.40|311.04|541.20|64.70|16.18|434.98
2452079|40348|223|6427|81264|2662|787|1|3|18657|24|374.88|26.24|401.12|79.76|275.04|326.14|45.81|2.93|381.04
2452151|32170|747|6427|155743|6200|3424|1|3|18657|29|271.73|19.02|290.75|23.26|590.73|163.03|60.87|47.83|633.01
2452204|36753|1163|6205|169595|2715|915|1|3|18659|70|1765.40|141.23|1906.63|41.02|812.00|423.69|805.02|536.69|994.25
2451118|38558|1501|1739|152428|337|166|1|1|18662|58|4882.44|390.59|5273.03|29.29|1574.70|4540.66|287.09|54.69|1994.58
2452618|45492|1338|277|151000|2548|56|1|2|18663|10|22.60|2.03|24.63|22.49|80.40|1.35|3.61|17.64|104.92
2451881|39130|1700|7554|137545|1758|1858|1|1|18664|30|510.90|5.10|516.00|49.49|834.60|137.94|298.36|74.60|889.19
2452004|46156|1117|3783|40201|6186|4811|1|3|18664|2|25.40|1.77|27.17|5.92|35.56|5.84|17.99|1.57|43.25
|41516|457|184|191619||3348|1||18665|29|688.75|20.66||18.87|163.85|||42.16|203.38
2452292|34590|691|184|52651|6350|2416|1|3|18665|7|26.25|1.31|27.56|45.51|256.48|18.63|2.13|5.49|303.30
||987|2597|58886|1553||1||18668||||102.24|68.49|33.60|93.56|||107.87
||147|||||||18668||103.44||106.54|50.74|17.24||||71.08
2452642|45942|889|2597|160700|4754|2088|1|1|18668|22|296.56|17.79|314.35|76.19|830.50|207.59|49.82|39.15|924.48
2451565|46964|1484|6872|149684|5954|3304|1|2|18669|16|555.68|27.78|583.46|83.77|123.36|105.57|378.09|72.02|234.91
2451657|45938|601|8055|88954|554|1154|1|2|18671|52|1542.84|46.28|1589.12|35.40|546.52|771.42|7.71|763.71|628.20
2451746|32704|119|5315|20594|1047|4940|1|1|18672|9|32.49|0.32|32.81|85.78|249.21|27.94|4.32|0.23|335.31
2451694|50338|925|5315|179696|6006|4876|1|1|18672|74|6771.00|67.71|6838.71|43.21|1667.96|2302.14|134.06|4334.80|1778.88
2451737|36297|1345|5315|182350|3405|333|1|3|18672|11|161.48|3.22|164.70|33.69|23.65|87.19|67.60|6.69|60.56
2452070|38840|1269|1354|62534|2509|1571|1|1|18673|1|19.72|0.59|20.31|33.83|14.79|2.95|7.37|9.40|49.21
2451142|39668|382|7329|12474|6597|1553|1|2|18674|7|39.27|1.96|41.23|12.56|3.08|7.85|25.45|5.97|17.60
2451134|59993|691|7329|55882|5991|420|1|1|18674|14|182.42|14.59|197.01|80.78|336.84|173.29|1.73|7.40|432.21
2451610|58129|1063|5531|21002|1620|1438|1|1|18676|62|2369.64|213.26|2582.90|45.57|779.96|687.19|1261.83|420.62|1038.79
2452443|50354|1401|6596|115979|4018|4377|1|3|18677|22|75.02|6.75|81.77|34.50|52.36|11.25|31.88|31.89|93.61
2452577|55748|1173|6596|32566|3031|4303|1|1|18677|14|862.82|17.25|880.07|56.95|588.28|94.91|314.84|453.07|662.48
2451537|50141|938|5728|166513|6397|3448|1|2|18678|1|54.54|3.27|57.81|84.72|39.27|32.17|20.35|2.02|127.26
2452645|35794|1183|2932|147450|443|1949|1|1|18679|25|781.75|23.45|805.20|92.16|132.00|484.68|163.38|133.69|247.61
2452633|43504|1177|2932|90888|2591|1061|1|1|18679|43|2808.76|224.70|3033.46|32.39|1664.53|561.75|1909.95|337.06|1921.62
2451922|57372|1199|1744|77281|6497|2320|1|3|18683|10|32.80|1.64|34.44|80.74|24.20|1.96|10.79|20.05|106.58
2451949|46492|481|1744|187522|652|2815|1|3|18683|71|4519.15|0.00|4519.15|70.29|2498.49|1039.40|3410.15|69.60|2568.78
2452317|42127|1657|1848|101569|4224|1959|1|1|18684|16|192.80|11.56|204.36|71.18|176.80|67.48|107.77|17.55|259.54
2451613|60110|142|2524|169328|4900|4865|1|2|18685|48|146.40|10.24|156.64|85.84|439.68|108.33|27.79|10.28|535.76
2452041|38318|509|9821|42157|737|2157|1|3|18686|14|718.48|43.10|761.58|9.36|210.42|423.90|167.91|126.67|262.88
2452668|37395|1695|3981|80630|7166|1735|1|3|18690|3|0.00|0.00|0.00|33.61|2.46|0.00|0.00|0.00|36.07
2451684|49550|1777|1421|179304|2673|4042|1|2|18691|4|103.28|2.06|105.34|63.21|10.56|0.00|28.91|74.37|75.83
2451647|29360|686|4051|48823|1482|2821|1|2|18691|4|96.24|0.96|97.20|19.10|48.12|71.21|22.27|2.76|68.18
2451558|32151|1219|1421|5898|2267|3916|1|1|18691|20|483.20|4.83|488.03|15.26|183.00|401.05|49.29|32.86|203.09
2452081|42007|1609|3454|58256|5459|1949|1|1|18692|13|713.44|28.53|741.97|5.50|768.30|442.33|16.26|254.85|802.33
2452147|60072|1055|3454|89562|546|57|1|2|18692|1|108.50|2.17|110.67|37.87|41.55|26.04|42.05|40.41|81.59
2452506|32941|219|2435|125725|422|2392|1|3|18695|6|171.36|6.85|178.21|82.53|41.34|164.50|3.84|3.02|130.72
2451089|50001|1108|750|25124|3269|2167|1|1|18697|84|1516.20|106.13|1622.33|41.89|120.96|682.29|508.68|325.23|268.98
2452352|41322|397|7952|64318|1381|284|1|1|18698|6|6.66|0.00|6.66|57.51|69.36|5.66|0.80|0.20|126.87
|53657|271|8344|146743|||1||18698||||446.45|0.83||100.14|168.06||241.33
2452293|51677|35|7952|159421|5259|2610|1|3|18698|20|291.60|11.66|303.26|8.95|324.00|69.98|39.89|181.73|344.61
2451794|39586|1574|1441|79683|1208|2973|1|3|18699|33|1636.14|114.52|1750.66|44.08|613.47|1603.41|10.47|22.26|772.07
2452337|56317|1579|8457|67588|7199|2170|1|2|18701|11|241.67|16.91|258.58|71.18|110.44|116.00|1.25|124.42|198.53
2452718|49178|348|9006|133477|4316|2075|1|1|18702|4|547.76|16.43|564.19|34.49|217.96|43.82|206.61|297.33|268.88
2452698|52394|1297|9006|74432|1217|1882|1|2|18702|3|18.15|0.90|19.05|37.80|12.18|12.34|0.69|5.12|50.88
2452577|36400|357|9006|39938|267|2989|1|3|18702|19|452.77|18.11|470.88|10.95|55.10|348.63|65.60|38.54|84.16
2452599|32013|981|4570|148935|1460|4305|1|3|18702|7|104.65|6.27|110.92|26.69|156.94|15.69|55.15|33.81|189.90
2452260|32291|593|1535|144961|5521|3568|1|2|18703|5|41.45|2.90|44.35|98.68|86.70|11.60|20.89|8.96|188.28
||637|1535||4399|||3|18703|||1.30|27.48||||||
2451690|33687|371|8481|116262|901|1300|1|1|18706|43|1524.78|45.74|1570.52|3.27|2260.94|945.36|376.62|202.80|2309.95
2451627|35218|674|2804|134280|5142|764|1|1|18708|14|999.46|9.99|1009.45|3.32|59.92|39.97|719.61|239.88|73.23
2451691|58469|761|2498|26085|1102|2526|1|2|18709|37|209.05|12.54|221.59|26.00|156.14|39.71|27.09|142.25|194.68
2451879|42004|926|4338|164978|5435|1059|1|2|18710|23|1052.94|52.64|1105.58|3.28|896.08|210.58|581.22|261.14|952.00
2451889|45273|854|4338|182228|1133|1518|1|3|18710|11|431.53|38.83|470.36|40.00|76.56|362.48|60.76|8.29|155.39
2451911|40358|1694|4338|145961|3864|1840|1|1|18710|19|656.83|0.00|656.83|15.16|168.34|78.81|560.67|17.35|183.50
2452386|28878|660|385|72225|6737|4569|1|1|18711|1|1.12|0.01|1.13|44.69|4.49|0.68|0.37|0.07|49.19
|37492|1665||180186|3273|3313|1||18711||||2707.20|33.53|475.20|||571.77|
2451598|56391|1531|4671|106366|448|4250|1|1|18712|4|93.52|2.80|96.32|85.22|27.32|1.87|87.98|3.67|115.34
2452320|37883|455|8132|12284|2456|4875|1|1|18713|26|661.44|6.61|668.05|62.42|536.38|59.52|463.47|138.45|605.41
2451098|48398|952|9020|70482|2464|3853|1|3|18714|55|1767.15|88.35|1855.50|49.35|69.30|159.04|804.05|804.06|207.00
2452461|30432|390|2842|96391|1862|3973|1|2|18715|32|379.52|30.36|409.88|35.72|137.92|72.10|113.74|193.68|204.00
2452682|54436|414|6676|27377|3165|1433|1|2|18716|59|1302.13|0.00|1302.13|40.10|938.69|859.40|44.27|398.46|978.79
2451112|43522|1543|3955|172350|3141|732|1|3|18717|50|3253.00|227.71|3480.71|53.11|426.00|1040.96|597.25|1614.79|706.82
2451956|39875|1747|2624|110812|909|3366|1|3|18720|80|80.00|3.20|83.20|65.84|109.60|68.00|7.68|4.32|178.64
2452014|50524|1556|2624|118897|489|1968|1|1|18720|24|1621.92|129.75|1751.67|12.45|43.68|129.75|44.76|1447.41|185.88
2451446|35111|1408|1813|128511|4669|1980|1|3|18721|13|322.01|16.10|338.11|36.88|203.06|103.04|210.21|8.76|256.04
2452085|35057|397|4763|86812|4221|2750|1|1|18725|29|699.48|34.97|734.45|56.52|665.55|412.69|172.07|114.72|757.04
2451906|59624|647|2737|116604|1343|4682|1|2|18727|12|38.88|2.33|41.21|53.25|33.36|8.55|22.14|8.19|88.94
2451646|30112|229|4400|127564|3585|3733|1|2|18729|13|924.30|46.21|970.51|41.51|499.33|221.83|625.19|77.28|587.05
2451906|32645|1436|5499|13775|5805|3642|1|1|18730|3|3.99|0.23|4.22|97.78|3.78|2.19|1.80|0.00|101.79
2451570|32147|295|1857|67288|3718|188|1|3|18732|3|11.07|0.33|11.40|67.15|4.26|5.31|5.35|0.41|71.74
2451488|31769|524|768|179989|3577|4558|1|2|18732|9|284.67|25.62|310.29|21.89|182.70|113.86|93.94|76.87|230.21
2451441|54797|1213|1857|96907|4384|2934|1|3|18732|10|494.60|29.67|524.27|51.79|112.60|59.35|348.20|87.05|194.06
2451638|39362|986|8818|150895|3413|2898|1|1|18734|22|1389.74|97.28|1487.02|1.25|240.90|264.05|731.69|394.00|339.43
2451581|41279|1066|8818|68501|5716|2378|1|3|18734|9|70.11|4.20|74.31|21.60|360.63|35.75|22.33|12.03|386.43
2452554|55805|333|7330|41362|5460|2045|1|1|18735|15|1363.05|0.00|1363.05|51.35|556.95|1172.22|47.70|143.13|608.30
2452661|39804|1003|7330|187505|32|4486|1|3|18735|27|356.94|17.84|374.78|2.16|290.79|57.11|71.95|227.88|310.79
2452207|32317|1601|7362|113785|2254|690|1|3|18736|17|116.96|4.67|121.63|93.88|17.17|64.32|37.37|15.27|115.72
2452170|57684|1223|7362|73851|1638|4298|1|3|18736|40|2060.40|164.83|2225.23|52.95|366.80|865.36|59.75|1135.29|584.58
2451496|53011|1423|7467|144072|3524|2376|1|2|18737|6|44.46|3.55|48.01|81.73|2.76|8.00|1.82|34.64|88.04
2451964|50483|440|5895|59517|5316|1882|1|1|18738|60|1329.00|66.45|1395.45|74.74|615.00|1089.78|14.35|224.87|756.19
2451174|48915|1654|6460|54783|7052|41|1|2|18739|8|1288.00|90.16|1378.16|19.15|164.40|695.52|414.73|177.75|273.71
2451226|39565|518|6460|151183|1572|1168|1|1|18739|43|822.16|57.55|879.71|6.48|1028.13|271.31|236.86|313.99|1092.16
2452661|61124|30|7612|133609|2782|4275|1|3|18743|27|171.99|3.43|175.42|79.57|73.71|101.47|56.41|14.11|156.71
2452705|31173|1425|7612|130849|97|4305|1|1|18743|4|77.28|0.00|77.28|99.73|121.44|44.04|1.99|31.25|221.17
2452711|51496|1164|3329|50108|4247|1306|1|2|18743|5|209.30|2.09|211.39|84.61|32.90|115.11|27.31|66.88|119.60
2452094|49782|1259|5845|125440|3095|3863|1|3|18744|64|4689.28|0.00|4689.28|33.48|3038.08|4079.67|262.13|347.48|3071.56
2451895|36165|619|7344|143264|4822|1307|1|2|18745|7|319.90|15.99|335.89|71.41|50.12|143.95|7.03|168.92|137.52
2451962|30171|1352|3449|122791|4701|3578|1|1|18746|23|759.00|68.31|827.31|59.01|569.25|371.91|255.47|131.62|696.57
2451977|32729|1331|3449|32058|1897|1616|1|1|18746|15|695.40|48.67|744.07|18.58|364.20|201.66|266.61|227.13|431.45
2452045|60614|1285|9261|105845|5408|771|1|2|18747|32|104.32|4.17|108.49|17.27|8.96|99.10|0.99|4.23|30.40
2451962|43369|1075|6500|51146|514|2602|1|2|18748|14|586.32|46.90|633.22|97.66|620.90|11.72|126.41|448.19|765.46
2451333|34708|1327|7379|75036|2833|2590|1|1|18750|7|34.23|2.39|36.62|17.67|368.41|13.34|19.00|1.89|388.47
2451247|44953|223|8594|186843|2645|694|1|2|18750|26|1366.82|95.67|1462.49|38.77|28.86|205.02|813.26|348.54|163.30
2451286|31947|68|7379|139132|217|4855|1|2|18750|39|1085.37|65.12|1150.49|70.68|108.42|238.78|685.73|160.86|244.22
2451222|56571|193|7379|171061|1035|2569|1|3|18750|38|1121.00|100.89|1221.89|49.67|448.40|280.25|496.04|344.71|598.96
2451231|58000|1366|6772|11444|6563|4482|1|1|18750|3|112.95|6.77|119.72|87.77|118.59|53.08|57.47|2.40|213.13
2452603|43327|73|5124|106397|5040|3323|1|2|18751|27|26.73|1.87|28.60|75.90|10.80|18.97|1.78|5.98|88.57
2452171|31210|1107|3898|147720|3449|3698|1|2|18752|22|132.66|3.97|136.63|84.27|36.74|75.61|33.08|23.97|124.98
2452249|41209|385|8596|177236|7164|572|1|2|18753|14|173.46|0.00|173.46|63.79|97.02|168.25|0.78|4.43|160.81
2452427|29436|567|6755|58409|3905|528|1|1|18754|9|162.45|11.37|173.82|30.37|63.99|139.70|0.22|22.53|105.73
2452293|53183|645|674|147953|1345|1257|1|1|18754|10|159.80|6.39|166.19|14.86|110.40|71.91|73.82|14.07|131.65
2452126|55618|677|7819|179130|1289|3961|1|3|18756|54|3129.30|156.46|3285.76|63.01|456.84|62.58|1625.36|1441.36|676.31
2452120|46355|437|8576|124947|1365|4983|1|2|18756|11|28.60|0.00|28.60|20.15|3.74|0.85|26.91|0.84|23.89
2452127|56151|1017|7819|147695|5632|3282|1|1|18756|5|146.25|8.77|155.02|85.00|81.60|61.42|64.47|20.36|175.37
2451752|56973|329|601|61064|6303|2062|1|3|18757|15|880.20|8.80|889.00|18.59|481.35|96.82|689.37|94.01|508.74
2451675|35020|1163|601|170379|6008|4717|1|2|18757|1|2.96|0.26|3.22|71.82|0.24|0.53|0.87|1.56|72.32
2452366|31018|1555|8876|158428|3964|1540|1|1|18761|1|6.95|0.06|7.01|2.21|6.95|5.56|0.26|1.13|9.22
2451528|46795|614|2516|128535|3438|4454|1|3|18762|12|298.44|17.90|316.34|66.63|515.64|29.84|118.18|150.42|600.17
2451605|42840|496|||||||18762||||136.99|23.01||||2.78|
2452740|60114|1525|6920|121696|6025|4954|1|2|18763|19|1298.65|103.89|1402.54|88.01|227.24|1181.77|101.68|15.20|419.14
2452732|34828|73|3289|53777|5537|2970|1|1|18763|5|56.30|2.81|59.11|30.76|14.05|11.82|12.45|32.03|47.62
2451992|57229|1217|3304|67096|4935|3127|1|1|18764|11|84.15|0.00|84.15|18.22|8.69|54.69|27.98|1.48|26.91
2451500|57637|706|2421|46976|2844|3879|1|2|18766|9|514.71|5.14|519.85|64.18|383.31|118.38|392.36|3.97|452.63
2451609|48028|1562|8523|33029|1500|4724|1|3|18766|19|794.20|55.59|849.79|74.81|498.37|381.21|202.36|210.63|628.77
||218||75366|444|4315|||18766|19|26.03||||11.59||13.02||67.14
2452591|32921|1131|4696|74570|2323|3116|1|2|18768|25|2994.50|59.89|3054.39|16.94|1627.50|1107.96|1282.84|603.70|1704.33
2451233|49741|1376|7497|32263|5720|4217|1|1|18769|45|719.10|21.57|740.67|26.90|525.15|719.10|0.00|0.00|573.62
2451342|55304|553|7497|149693|6543|2113|1|3|18769|51|1681.98|67.27|1749.25|73.93|1035.30|706.43|848.72|126.83|1176.50
2451221|36643|1720|5535|7540|72|3917|1|1|18769|49|2816.03|112.64|2928.67|97.17|89.67|56.32|1766.21|993.50|299.48
|35798|931|45|177606|974||1|3|18769|||||||36.09|||
2452283|37937|691|9362|172832|4645|3571|1|2|18770|65|1964.95|137.54|2102.49|61.70|3022.50|1670.20|100.21|194.54|3221.74
2452689|30329|223|4334|146753|6052|3911|1|1|18771|56|179.76|10.78|190.54|86.30|76.72|149.20|25.97|4.59|173.80
2451767|58844|1484|8990|22137|2196|3215|1|1|18772|45|1874.25|56.22|1930.47|47.37|952.20|1311.97|73.09|489.19|1055.79
|58479|1483|||||1||18773||410.40|||||||197.25|
2451548|60104|974|8777|114811|2164|4670|1|2|18773|3|262.53|13.12|275.65|26.59|40.11|5.25|198.10|59.18|79.82
2452758|30196|1503|6019|128154|5057|2880|1|2|18774|1|20.95|0.20|21.15|1.47|10.47|9.42|5.53|6.00|12.14
2452802|57638|1453|2974|25851|3495||1|2|18774|5||9.53||87.88|127.10||7.86|9.62|
2452670|57975|121|6019|122854|6063|1232|1|3|18774|35|2500.40|200.03|2700.43|79.44|1048.60|1775.28|485.83|239.29|1328.07
2452127|41021|1607|8163|60280|275|4583|1|3|18775|38|2452.90|98.11|2551.01|12.34|301.72|956.63|1361.60|134.67|412.17
2451151|29066|739|4911|146193|1552|878|1|3|18776|23|932.88|18.65|951.53|72.19|652.97|755.63|166.61|10.64|743.81
2451911|36047|1442|1827|18023|1499|688|1|1|18777|7|522.48|36.57|559.05|60.86|91.21|67.92|336.37|118.19|188.64
2451926|34512|127|8747|3406|1778|3870|1|3|18777|3|175.59|5.26|180.85|39.39|18.57|87.79|0.87|86.93|63.22
2451920|30565|266|1286|131931|3431|51|1|1|18777|60|1264.80|25.29|1290.09|86.02|205.80|1188.91|65.26|10.63|317.11
2451944|56247|959|5515|76521|1607|1053|1|2|18777|12|92.88|5.57|98.45|27.06|406.32|38.08|12.05|42.75|438.95
2452308|58264|1267|6965|38846|2474|2302|1|1|18778|3|267.15|24.04|291.19|20.85|15.24|213.72|23.50|29.93|60.13
2451239|55423|1642|7375|171132|1914|4736|1|3|18779|12|306.36|18.38|324.74|20.59|193.56|162.37|57.59|86.40|232.53
2451263|37027|410|8227|8185|4029|986|1|1|18781|11|37.07|3.33|40.40|50.81|66.33|28.17|1.06|7.84|120.47
2451316|57263|631|9766|116775|2377|4059|1|2|18783|17|1481.04|118.48|1599.52|52.63|0.00|414.69|682.46|383.89|171.11
2451273|32310|919|4141|28052|3963|34|1|3|18783|28|306.32|27.56|333.88|94.26|1051.12|52.07|99.15|155.10|1172.94
2451402|34782|1502|4141|190188|6250|1032|1|1|18783|19|585.20|17.55|602.75|2.65|399.57|520.82|5.79|58.59|419.77
2451193|34992|763|7195|112983|1262|3861|1|2|18784|23|4409.79|264.58|4674.37|25.74|440.91|2381.28|730.26|1298.25|731.23
2451251|43633|1471|7195|154566|6806|919|1|2|18784|51|1823.76|109.42|1933.18|50.42|284.58|1313.10|117.45|393.21|444.42
2451475|46193|1262|5311|9014|1191|4568|1|2|18785|12|1041.48|62.48|1103.96|45.43|667.56|968.57|70.72|2.19|775.47
2451469|53555|770|5311|23998|6653|3835|1|1|18785|10|703.40|56.27|759.67|66.44|54.10|386.87|250.05|66.48|176.81
2451104|29573|1309|1806|117505|1764|3943|1|3|18786|19|214.51|10.72|225.23|3.06|686.28|173.75|28.12|12.64|700.06
2452337|55962|337|2191|163658|1722|259|1|2|18789|53|1538.59|123.08|1661.67|31.74|491.84|123.08|920.08|495.43|646.66
2452330|33581|1315|2191|74558|6502|3246|1|3|18789|21|11.13|0.66|11.79|66.98|89.46|2.33|8.62|0.18|157.10
2451239|38941|482|4378|142367|2604|2521|1|2|18792|17|127.33|8.91|136.24|27.87|28.73|48.38|75.00|3.95|65.51
2451103|47001|704|4378|98429|3756|3683|1|3|18792|17|353.77|17.68|371.45|17.23|12.41|45.99|27.70|280.08|47.32
