wr_returned_date_sk|wr_returned_time_sk|wr_item_sk|wr_refunded_customer_sk|wr_refunded_cdemo_sk|wr_refunded_hdemo_sk|wr_refunded_addr_sk|wr_returning_customer_sk|wr_returning_cdemo_sk|wr_returning_hdemo_sk|wr_returning_addr_sk|wr_web_page_sk|wr_reason_sk|wr_order_number|wr_return_quantity|wr_return_amt|wr_return_tax|wr_return_amt_inc_tax|wr_fee|wr_return_ship_cost|wr_refunded_cash|wr_reversed_charge|wr_account_credit|wr_net_loss
2451591|67887|193|3678|61590|3102|414|3678|61590|3102|414|4|3|5661|43|498.37|19.93|518.30|55.54|8.60|139.54|287.06|71.77|84.07
2451183|49289|481|3726|170918|5950|4862|3726|170918|5950|4862|4|1|5662|17|117.81|9.42|127.23|6.69|137.53|73.04|25.96|18.81|153.64
2451462|35943|67|8694|97629|3112|388|8694|97629|3112|388|2|1|5663|31|352.47|10.57|363.04|38.59|856.22|119.83|158.19|74.45|905.38
2451360|30594|1513|9579|171390|6674|1845|9579|171390|6674|1845|1|3|5663|20|1269.00|0.00|1269.00|2.51|620.40|406.08|759.36|103.56|622.91
2452759|71901|681|8037|133076|835|2634|8037|133076|835|2634|6|2|5664|22|28.60|0.00|28.60|19.96|90.20|9.72|7.74|11.14|110.16
2451937|60223|1003|158|42378|4871|4851|158|42378|4871|4851|5|3|5665|25|1861.00|18.61|1879.61|64.42|260.50|614.13|1109.71|137.16|343.53
||1567||50708||956||50708||||1|5665||4218.76|337.50|4556.26|93.25|||208.40||
2451041|44910|307|6371|59257|6863|4109|6371|59257|6863|4109|2|3|5667|52|3292.64|263.41|3556.05|20.98|1155.44|1514.61|1511.32|266.71|1439.83
2451676|41050|950|4693|132172|1138|3337|4693|132172|1138|3337|1|2|5668|13|395.07|23.70|418.77|45.59|28.73|94.81|177.15|123.11|98.02
2451933|74853|344|6704|86345|2673|1281|6704|86345|2673|1281|1|1|5669|15|105.00|9.45|114.45|29.22|271.20|94.50|3.57|6.93|309.87
2452282|75150|1507|9259|45928|5924|4880|9259|45928|5924|4880|1|3|5670|49|1063.79|53.18|1116.97|26.30|564.48|180.84|697.53|185.42|643.96
2452282|32943|1001|5892|190214|2616|1778|5892|190214|2616|1778|3|3|5670|38|4142.00|207.10|4349.10|84.83|460.18|3479.28|53.01|609.71|752.11
2452314|28702|511|8765|132792|6019|1646|8765|132792|6019|1646|5|1|5670|18|1877.40|0.00|1877.40|22.96|826.02|826.05|536.18|515.17|848.98
2452026|25621|1415|2854|107542|6663|344|2854|107542|6663|344|5|3|5671|11|0.44|0.00|0.44|4.88|1.32|0.03|0.04|0.37|6.20
2452014|19043|965|1144|103465|2539|4260|1144|103465|2539|4260|1|1|5671|2|120.70|2.41|123.11|38.71|81.56|49.48|55.55|15.67|122.68
2451935|59363|1262|8837|143634|1391|2621|8837|143634|1391|2621|5|3|5671|69|161.46|9.68|171.14|1.70|3078.09|93.64|16.27|51.55|3089.47
2452713|11944|336|582|32223|2664|4458|582|32223|2664|4458|1|3|5673|37|543.90|10.87|554.77|96.56|274.54|32.63|168.71|342.56|381.97
2452873|55171|1536|4264|58587|4910|2833|4264|58587|4910|2833|1|3|5673|2|132.78|7.96|140.74|29.00|99.06|126.14|0.53|6.11|136.02
2452392|38948|1279|3656|154225|5321|4577|3656|154225|5321|4577|3|3|5674|55|270.05|16.20|286.25|24.34|2488.75|202.53|66.16|1.36|2529.29
2452249|31607|1517|9483|185660|3804|1941|9483|185660|3804|1941|1|3|5674|8|142.72|5.70|148.42|67.48|24.32|51.37|53.89|37.46|97.50
2452374|27614|1025|5599|154252|4585|278|5599|154252|4585|278|5|2|5674|16|652.16|13.04|665.20|60.21|12.96|143.47|295.04|213.65|86.21
2452234|30598|647|3527|155301|2562|1703|3527|155301|2562|1703|1|3|5675|50|839.50|50.37|889.87|64.41|894.50|402.96|187.71|248.83|1009.28
2452405|61986|1681|6089|107108|4847|2579|6089|107108|4847|2579|3|1|5675|16|235.04|14.10|249.14|39.50|152.80|63.46|73.77|97.81|206.40
2451633|30995|1405|7540|71863|873|1716|7540|71863|873|1716|2|1|5676|36|264.96|15.89|280.85|86.72|198.72|246.41|5.56|12.99|301.33
2451991|53873|1279|7517|152194|6438|4275|7517|152194|6438|4275|5|1|5677|56|229.04|16.03|245.07|14.73|272.72|103.06|3.77|122.21|303.48
||1736||167300|3399|4938|3557|||4938|5|3|5677|||21.59||73.86|272.78|||54.57|368.23
2452109|72034|1747|1926|155309|2532|188|1926|155309|2532|188|2|1|5677|34|441.66|4.41|446.07|83.62|414.80|70.66|181.79|189.21|502.83
2451994|54476|739|5535|14266|5524|2495|5535|14266|5524|2495|5|1|5677|13|1310.53|52.42|1362.95|52.18|1171.17|1284.31|10.22|16.00|1275.77
2451917|67874|473|4405|53852|899|1546|4405|53852|899|1546|1|3|5677|24|1369.44|82.16|1451.60|28.38|322.08|807.96|522.17|39.31|432.62
2451956|43174|85|2451|71622|233|4324|2451|71622|233|4324|2|1|5678|6|752.58|67.73|820.31|41.78|255.30|45.15|226.37|481.06|364.81
2452278|21110|441|2568|114160|665|4937|2568|114160|665|4937|1|2|5680|2|20.70|1.44|22.14|7.93|14.10|10.76|3.47|6.47|23.47
2452937||1477|||109||||||||5681|33|||825.99||419.43|||225.50|451.67
2451706|66101|1610|8222|117665|5348|1711|8222|117665|5348|1711|1|2|5682|6|299.52|0.00|299.52|28.01|205.38|245.60|9.70|44.22|233.39
2451858|10876|1603|3414|49826|5918|370|3414|49826|5918|370|1|1|5682|41|1537.09|30.74|1567.83|64.48|1908.55|430.38|763.62|343.09|2003.77
2451881|42933|1319|5688|14241|4394|594|5688|14241|4394|594|1|2|5682|5|27.60|0.55|28.15|83.92|10.70|8.00|15.48|4.12|95.17
|26315|1243||99232||1094||99232|||||5683|21|||||2195.34||945.43||
2451652|46368|1651|383|50940|2890|1767|383|50940|2890|1767|1|2|5684|6|275.82|8.27|284.09|27.62|103.44|250.99|13.65|11.18|139.33
2451755|70585|457|5778|80303|235|40|5778|80303|235|40|2|1|5685|4|126.20|10.09|136.29|74.58|109.20|97.17|17.70|11.33|193.87
2452219|49324|1658|7259|87694|162|237|7259|87694|162|237|1|1|5686|9|557.64|44.61|602.25|65.66|146.43|211.90|280.04|65.70|256.70
2451707|78864|1748|5706|10286|3553|2500|5706|10286|3553|2500|4|1|5688|7|112.00|0.00|112.00|41.16|132.37|88.48|18.34|5.18|173.53
2451409|6594|568|395|157925|3968|178|395|157925|3968|178|4|2|5689|47|50.76|1.01|51.77|2.15|10.34|5.07|5.48|40.21|13.50
2451805|67402|308|240|71214|1355|2489|240|71214|1355|2489|1|2|5690|15|245.10|12.25|257.35|14.77|913.50|154.41|47.15|43.54|940.52
2451357|29818|1456|7951|8210|3189|1255|7951|8210|3189|1255|2|1|5691|38|1560.66|124.85|1685.51|47.79|653.60|218.49|1342.17|0.00|826.24
2452631|24012|1758|1757|167226|4695|2364|1757|167226|4695|2364|1|2|5692|40|4442.40|0.00|4442.40|26.75|1038.40|3909.31|415.81|117.28|1065.15
2451745|60368|518|1335|16237|4419|1608|1335|16237|4419|1608|2|2|5693|24|386.16|27.03|413.19|69.75|334.56|281.89|80.28|23.99|431.34
2451608|75945|1693|5479|129055|7158|574|5479|129055|7158|574|2|1|5693|19|1466.42|14.66|1481.08|19.95|228.00|205.29|403.56|857.57|262.61
2451943|32310|553|7825|110553|6048|3783|7825|110553|6048|3783|2|3|5695|3|179.43|14.35|193.78|14.25|5.58|0.00|154.30|25.13|34.18
2451922|15853|980|8866|2217|3328|2312|8866|2217|3328|2312|1|1|5695|20|3859.60|231.57|4091.17|81.44|501.60|656.13|384.41|2819.06|814.61
2451109|61916|1198|9984|142973|1515|704|9984|142973|1515|704|2|2|5696|6|685.32|41.11|726.43|0.84|198.72|287.83|143.09|254.40|240.67
2451310|72062|362|7450|107390|5697|4644|7450|107390|5697|4644|4|1|5697|5|1026.10|30.78|1056.88|72.83|296.15|287.30|273.35|465.45|399.76
2452089|42418|1147|5912|189076|4047|3738|5912|189076|4047|3738|2|3|5698|49|98.98|0.00|98.98|76.25|7.84|16.82|72.30|9.86|84.09
2451667|36547|1636|6978|135297|4256|648|6978|135297|4256|648|1|1|5699|12|43.68|0.43|44.11|90.92|30.36|31.01|11.90|0.77|121.71
2451592|41126|1537|1149|148866|7176|613|1149|148866|7176|613|2|3|5702|63|5297.67|476.79|5774.46|76.80|794.43|1642.27|3033.98|621.42|1348.02
2451682|38739|1618|9978|145116|4814|479|9978|145116|4814|479|1|3|5702|74|5690.60|227.62|5918.22|40.55|5690.60|2674.58|120.64|2895.38|5958.77
2451779|64935|1639|7462|124854|566|2918|7462|124854|566|2918|5|1|5703|48|2689.44|134.47|2823.91|6.49|1207.20|1479.19|714.04|496.21|1348.16
2451849|58088|806|6090|56972|4096|2187|6090|56972|4096|2187|1|3|5703|28|1422.96|71.14|1494.10|96.64|1584.52|739.93|232.23|450.80|1752.30
2452660|60165|1770|5583|45927|2478|949|5583|45927|2478|949|6|3|5705|3|37.56|2.25|39.81|76.11|115.20|16.52|11.78|9.26|193.56
2452540|45736|1746|7502|151875|2041|134|7502|151875|2041|134|3|1|5705|7|531.93|5.31|537.24|29.28|291.06|47.87|232.34|251.72|325.65
2451394|64466|62|7764|10421|6758|655|7764|10421|6758|655|1|2|5706|21|1226.61|98.12|1324.73|4.36|1682.10|478.37|478.87|269.37|1784.58
2451301|16070|1234|5357|154654|3118|3575|5357|154654|3118|3575|4|1|5706|89|8108.79|162.17|8270.96|47.48|3243.16|973.05|2354.79|4780.95|3452.81
2452485|67504|1737|1121|32410|1986|2395|1121|32410|1986|2395|5|3|5707|9|219.06|4.38|223.44|26.61|155.16|138.00|32.42|48.64|186.15
2452285|4306|1747|2792|27695|3078|3221|2792|27695|3078|3221|1|3|5707|19|386.84|3.86|390.70|74.30|197.41|54.15|49.90|282.79|275.57
2451451|49567|392|6944|164540|1896|1172|6944|164540|1896|1172|2|3|5708|2|21.92|1.75|23.67|16.64|27.40|3.28|10.99|7.65|45.79
2451304|81309|1243|5309|123245||||123245||3957|||5708|29||42.50|750.97|17.85|||||1924.76
2451333|56173|1040|1942|144222|3655|2535|1942|144222|3655|2535|2|3|5708|78|1132.56|11.32|1143.88|54.89|3625.44|464.34|73.50|594.72|3691.65
2451154|62873|1766|9319|83136|5146|4483|9319|83136|5146|4483|1|1|5709|54|1672.92|133.83|1806.75|15.44|5138.10|1304.87|257.63|110.42|5287.37
2451157|75836|980|9019|70192|3845|4058|9019|70192|3845|4058|4|1|5709|27|5526.36|165.79|5692.15|69.72|797.58|4034.24|1253.38|238.74|1033.09
2452392|70228|373|2139|158765|591|464|2139|158765|591|464|1|2|5711|7|495.25|19.81|515.06|79.68|234.22|4.95|416.75|73.55|333.71
2452467|68620|1759|443|183224|852|2833|443|183224|852|2833|5|2|5711|2|21.68|1.73|23.41|19.08|18.58|19.94|1.25|0.49|39.39
2451929|62444|1151|9982|172567|5332|897|9982|172567|5332|897|5|2|5713|21|1754.34|70.17|1824.51|1.94|412.65|877.17|517.53|359.64|484.76
2451284|24446|13|6405|128883|5041|6|6405|128883|5041|6|1|3|5715|1|5.66|0.39|6.05|14.85|23.24|4.86|0.51|0.29|38.48
2451352|56578|565|9419|34749|159|2729|9419|34749|159|2729|2|1|5715|3|45.21|0.45|45.66|64.58|13.17|5.87|3.54|35.80|78.20
2451342|63930|631|8576|121246|3709|1299|8576|121246|3709|1299|4|1|5715|11|701.80|49.12|750.92|33.90|378.51|498.27|93.62|109.91|461.53
2452595|53075|1323|8356|63996|4483|4123|8356|63996|4483|4123|1|3|5717|3|37.74|0.37|38.11|43.76|29.16|1.13|12.08|24.53|73.29
2452719|57039|1401|570|59813|1616|3339|570|59813|1616|3339|3|1|5717|35|515.20|5.15|520.35|39.55|128.80|36.06|402.47|76.67|173.50
2452152|54465|393|1223|147376|1449|3562|1223|147376|1449|3562|3|3|5719|15|64.95|5.84|70.79|48.13|231.45|37.67|25.91|1.37|285.42
2452408|9383|1243|2748|186586|6791|4389|2748|186586|6791|4389|5|1|5719|2|69.32|0.00|69.32|2.46|0.00|59.61|5.43|4.28|2.46
2452858|8811|1687|9226|4808|3190|4372|9226|4808|3190|4372|3|1|5720|9|4.32|0.00|4.32|89.57|19.62|1.25|2.48|0.59|109.19
2452647||3||102997||2468|965||||1|1|5720|44||134.59||70.43|||336.10|548.39|913.42
2452712|68870|648|7270|34201|765|3136|7270|34201|765|3136|1|2|5720|93|407.34|12.22|419.56|94.22|1922.31|382.89|8.55|15.90|2028.75
2451649|79458|1126|7250|47399|2875|1264|7250|47399|2875|1264|1|1|5722|33|2779.26|111.17|2890.43|49.09|1241.79|750.40|1237.60|791.26|1402.05
2452342|2161|391|6268|47311|3041|4651|6268|47311|3041|4651|3|1|5723|12|1453.20|101.72|1554.92|36.65|889.32|741.13|327.55|384.52|1027.69
2452416|54463|1431|9165|176828|91|201|9165|176828|91|201|3|3|5723|39|3109.08|0.00|3109.08|31.55|604.50|2269.62|302.20|537.26|636.05
2451777|44554|247|881|107290|466|4635|881|107290|466|4635|5|3|5724|23|450.57|9.01|459.58|79.96|439.53|351.44|20.81|78.32|528.50
2451144|62702|1006|7475|32181|3702|1623|7475|32181|3702|1623|4|2|5725|6|234.66|21.11|255.77|39.99|144.06|91.51|12.88|130.27|205.16
2451276|78716|1336|516|82539|6002|2945|516|82539|6002|2945|4|2|5725|23|918.16|45.90|964.06|19.72|581.21|64.27|51.23|802.66|646.83
2451134|70307|812|5116|134124|3165|413|5116|134124|3165|413|4|3|5725|47|4116.73|370.50|4487.23|90.66|488.33|1646.69|419.90|2050.14|949.49
2451312|60356|1226|5522|19|4789|3846|5522|19|||1|3|5726|19|131.86|10.54|142.40|5.67||113.39|0.36||521.80
2451415|35930|1354|158|180901|4005|1382|158|180901|4005|1382|2|3|5726|24|1084.80|21.69|1106.49|6.01|0.00|1019.71|18.87|46.22|27.70
2451447|57424|385|3362|82567|1005|4650|3362|82567|1005|4650|2|2|5726|10|365.40|10.96|376.36|50.93|531.50|266.74|34.53|64.13|593.39
2452740|62651|57|7625|125436|5360|1204|7625|125436|5360|1204|3|1|5727|8|1089.44|76.26|1165.70|92.10|41.36|817.08|149.79|122.57|209.72
2452691|50850|235|1927|61444|3521|4471|1927|61444|3521|4471|6|2|5727|20|3406.00|102.18|3508.18|3.22|2206.60|442.78|29.63|2933.59|2312.00
2451355|69476|1249|2119|34348|17|1366|2119|34348|17|1366|4|2|5728|15|1305.45|52.21|1357.66|17.47|529.20|731.05|310.17|264.23|598.88
2452168|63914|1573|5092|131725|1718|4831|5092|131725|1718|4831|3|3|5731|4|172.04|5.16|177.20|70.83|159.32|166.87|3.72|1.45|235.31
2452300|38993|1549|1510|2625|6027|462|1510|2625|6027|462|5|1|5732|40|690.80|6.90|697.70|68.56|162.40|435.20|15.33|240.27|237.86
2451929|55080|707|5703|15243|3936|1629|5703|15243|3936|1629|5|2|5734|42|4512.90|180.51|4693.41|28.63|2181.90|4422.64|66.79|23.47|2391.04
2451281|56575|916|1731|60719|4907|4342|1731|60719|4907|4342|4|3|5736|43|1384.17|0.00|1384.17|63.77|1307.20|872.02|414.84|97.31|1370.97
2451907|31818|1139|9453|44034|3015|2796|9453|44034|3015|2796||1|5737|68|7671.76|||19.82|1322.60||||1495.85
2451956|9892|1721|8737|134156|535|1434|8737|134156|535|1434|2|3|5738|17|1467.27|29.34|1496.61|83.31|544.34|278.78|142.61|1045.88|656.99
2451995|713|1595|2772|18213|3654|2095|2772|18213|3654|2095|1|1|5738|25|1474.50|0.00|1474.50|86.55|874.75|1445.01|5.89|23.60|961.30
2451154|9192|830|9883|181749|3648|2354|9883|181749|3648|2354|2|3|5739|12|1379.52|27.59|1407.11|44.67|143.28|151.74|908.55|319.23|215.54
2451005|38618|1604|4510|130505|5860|2935|4510|130505|5860|2935|1|3|5742|18|130.14|2.60|132.74|44.77|553.68|106.71|12.18|11.25|601.05
2451751||1189|7997||2696||||2696|869||1|5744|10||||||580.36|||
2451821|76139|818|1786|102770|7114|778|1786|102770|7114|778|1|3|5744|86|2515.50|226.39|2741.89|52.27|588.24|2440.03|51.31|24.16|866.90
2451606|80992|469|6646|29038|277|4269|6646|29038|277|4269|2|3|5745|8|468.48|14.05|482.53|18.55|91.60|416.94|18.55|32.99|124.20
|85711|449|2093||4033||2093||4033|1003|2|1|5746|10|473.20|||24.33|254.80||21.20||302.79
2452933|49001|378|7109|129730|4718|346|7109|129730|4718|346|1|1|5747|5|48.10|0.48|48.58|96.63|12.55|0.48|26.19|21.43|109.66
2452129|18587|309|941|82440|1859|3318|941|82440|1859|3318|1|2|5748|18|18.18|1.27|19.45|89.89|13.32|5.45|6.36|6.37|104.48
2452086|38840|1209|1530|114018|4873|1521|1530|114018|4873|1521|1|1|5748|32|0.00|0.00|0.00|62.65|95.36|0.00|0.00|0.00|158.01
2451216|57950|1642|811|77600|6389|4978|811|77600|6389|4978|1|2|5749|20|200.80|4.01|204.81|21.09|386.20|138.55|19.29|42.96|411.30
2451261|26299|949|70|97943|1449|1562|70|97943|1449|1562|2|1|5749|1|44.80|0.89|45.69|44.82|1.60|17.47|7.65|19.68|47.31
2452067|13205|165|2579|3964|5429|1654|2579|3964|5429|1654|3|3|5750|86|13427.18|537.08|13964.26|93.91|821.30|10338.92|864.71|2223.55|1452.29
2452037|37916|721|5843|114146|6331|2269|5843|114146|6331|2269|1|3|5750|4|15.40|0.77|16.17|73.63|5.16|12.93|0.14|2.33|79.56
2452273|69372|975|1050|177824|6323|1415|1050|177824|6323|1415|1|2|5751|3|188.64|15.09|203.73|4.80|35.61|164.11|14.47|10.06|55.50
2452258|45559|1219|8229|45890|4351|3059|8229|45890|4351|3059|5|1|5751|23|2055.74|123.34|2179.08|51.73|1449.00|534.49|136.91|1384.34|1624.07
2452179|40342|465|4847|71910|6413|1996|4847|71910|6413|1996|1|3|5753|2|9.90|0.69|10.59|66.97|27.52|9.80|0.04|0.06|95.18
2452248|48976|829|6469|11897|1388|1632|6469|11897|1388|1632|5|1|5753|32|2779.20|111.16|2890.36|64.27|1452.80|389.08|1386.26|1003.86|1628.23
2452186|37475|1459|8785|106534|4283|585|8785|106534|4283|585|3|1|5753|36|3682.08|294.56|3976.64|82.40|2313.00|0.00|810.05|2872.03|2689.96
2452254|70945|131|4738|82552|5696|4567|4738|82552|5696|4567|1|2|5754|63|2175.39|195.78|2371.17|59.16|6014.61|1022.43|564.95|588.01|6269.55
2451243|64438|601|1009|42051|4213|1615|1009|42051|4213|1615|2|3|5755|15|1086.75|10.86|1097.61|58.61|463.80|652.05|421.65|13.05|533.27
2451273|75964|1388|1973|4288|6010|3405|1973|4288|6010|3405|2|3|5755|72|4527.36|362.18|4889.54|98.59|5030.64|3938.80|282.50|306.06|5491.41
2452545|70315|543|9697|44825|7200|4928|9697|44825|7200|4928|3|1|5758|12|188.16|15.05|203.21|93.19|386.28|13.17|94.49|80.50|494.52
2452470|46404|797|3130|61550|7010|2550|3130|61550|7010|2550|5|2|5758|39|2708.16|81.24|2789.40|90.14|1867.71|1543.65|1106.28|58.23|2039.09
2451295|74648|1052|2531|113584|2830|4956|2531|113584|2830|4956|1|2|5759|9|221.13|15.47|236.60|59.17|90.18|212.28|7.69|1.16|164.82
2451384|62561|1789|3463|128292|2721|3350|3463|128292|2721|3350|4|3|5759|9|500.31|20.01|520.32|33.72|410.94|170.10|29.71|300.50|464.67
2452352|82520|181|5567|148527|3807|4974|5567|148527|3807|4974|1|3|5760|15|6.45|0.12|6.57|56.11|215.25|3.54|2.50|0.41|271.48
2452846|37716|243|6604|68240|4996|2992|6604|68240|4996|2992|3|3|5762|22|1857.46|55.72|1913.18|1.43|269.50|817.28|696.92|343.26|326.65
2452121|55858|411|9045|125001|4030|4546|9045|125001|4030|4546|3|1|5763|7|311.43|3.11|314.54|90.68|162.89|214.88|81.10|15.45|256.68
2452257|48747|1463|6958|82617|483|3469|6958|82617|483|3469|1|3|5763|7|689.15|20.67|709.82|25.27|367.50|296.33|125.70|267.12|413.44
2452128|18470|1706|9311|136408|6625|1235|9311|136408|6625|1235|2|1|5765|1|7.43|0.66|8.09|25.79|72.82|3.93|1.40|2.10|99.27
2451878|32405|1745|1213|22038|3776|3881|1213|22038|3776|3881|2|3|5767|38|4244.98|127.34|4372.32|44.92|1313.66|636.74|2742.26|865.98|1485.92
2451940|77487|1313|4950|47147|4191|2788|4950|47147|4191|2788|1|3|5767|22|814.66|0.00|814.66|22.56|602.14|211.81|337.59|265.26|624.70
2452612|51069|679|1939|135447|4235|2583|1939|135447|4235|2583|1|1|5770|37|789.95|0.00|789.95|25.23|409.59|655.65|18.80|115.50|434.82
2452472|66651|65|4669|159861|5773|4125|4669|159861|5773|4125|1|3|5772|22|852.28|42.61|894.89|23.46|36.08|306.82|387.27|158.19|102.15
2452225|73582|843|6964|26890|6816|2189|6964|26890|6816|2189|1|1|5774|54|2228.58|22.28|2250.86|69.68|2013.12|1872.00|74.88|281.70|2105.08
2452396|42181|761|8394|164794|1834|954|8394|164794|1834|954|5|2|5774|2|11.48|0.80|12.28|69.42|4.04|2.29|0.55|8.64|74.26
2452225|74599|1679|1146|190898|970|1235|1146|190898|970|1235|5|3|5774|27|2006.91|160.55|2167.46|96.72|1412.10|1946.70|10.83|49.38|1669.37
2451152|27572|1504|4859|154978|2020|3255|4859|154978|2020|3255|4|2|5776|17|560.32|50.42|610.74|82.50|110.67|336.19|179.30|44.83|243.59
2452359|24300|1243|4147|68057|1360|4590|4147|68057|1360|4590|3|2|5777|29|477.34|9.54|486.88|63.27|337.56|23.86|49.88|403.60|410.37
2452347|66433|1723|3088|124710|1052|4081|3088|124710|1052|4081|5|3|5777|6|769.44|15.38|784.82|66.78|452.04|569.38|170.05|30.01|534.20
||615||41830||2766|9169||3418|2766|||5778||||259.00|26.85|||||82.57
|39846|1366|5707||6843||||6843|4211|2|1|5779|||6.04|81.64|4.36||47.62||17.07|17.12
2451690|43346|418|8731|24865|4472|1766|8731|24865|4472|1766|2|3|5779|71|1467.57|58.70|1526.27|7.92|3760.87|396.24|96.41|974.92|3827.49
2452622|18938|1707|4839|177301|1330|3999|4839|177301|1330|3999|1|3|5784|7|176.33|7.05|183.38|52.98|108.50|70.53|104.74|1.06|168.53
2452203|34716|269|6284|165419|6521|816|6284|165419|6521|816|1|2|5785|33|856.68|8.56|865.24|43.19|554.40|205.60|468.77|182.31|606.15
2452336|84695|297|203|91295|3267|3399|203|91295|3267|3399|1|3|5785|3|24.42|0.73|25.15|32.46|15.93|4.63|4.55|15.24|49.12
2451802|85592|1117|4215|121189|2690|504|4215|121189|2690|504|5|2|5786|27|1445.04|101.15|1546.19|60.01|82.35|1025.97|410.68|8.39|243.51
2451849|72572|733|3199|99993|4707|661|3199|99993|4707|661|2|3|5786|13|1220.44|97.63|1318.07|23.56|361.53|451.56|269.10|499.78|482.72
2451237|65155|296|6462|73125|6884|450|6462|73125|6884|450|2|3|5789|23|358.57|17.92|376.49|36.94|89.47|297.61|50.59|10.37|144.33
2451180|63964|643|1783|55854|2998|1829|1783|55854|2998|1829|4|3|5789|16|1464.16|131.77|1595.93|20.37|851.84|1332.38|32.94|98.84|1003.98
2452669|20619|1177|1967|138938|2902|1593|1967|138938|2902|1593|1|2|5790|8|145.84|13.12|158.96|16.04|30.24|7.29|42.95|95.60|59.40
2452617|74974|1167|6870|176274|4191|3075|6870|176274|4191|3075|3|1|5790|35|766.85|38.34|805.19|44.11|1533.70|161.03|508.88|96.94|1616.15
2452003|27981|1643|1197|15512|4067|2502|1197|15512|4067|2502|5|2|5791|18|402.66|20.13|422.79|42.15|1409.40|24.15|310.37|68.14|1471.68
2451418|35830|962|5254|138219|2464|1069|5254|138219|2464|1069|1|2|5794|51|2594.37|77.83|2672.20|57.74|864.45|622.64|1163.32|808.41|1000.02
2452019|72441|161|5323|133130|24|551|5323|133130|24|551|1|2|5796|19|132.43|6.62|139.05|79.63|729.22|27.81|93.11|11.51|815.47
2452027|30976|397|6941|25088|6708|3015|6941|25088|6708|3015|1|2|5796|21|512.82|30.76|543.58|21.62|182.49|302.56|31.53|178.73|234.87
2451961||38||3017|6725|1553|1069|3017||1553|1||5796|3|99.27||107.21||||||104.61
2451535|53727|916|1911|141360|4809|4611|1911|141360|4809|4611|1|3|5797|4|277.80|2.77|280.57|83.66|190.72|80.56|21.69|175.55|277.15
2451547|68600|442|846|170480|6547|4421|846|170480|6547|4421|2|1|5798|43|2685.35|53.70|2739.05|32.48|1891.14|698.19|1490.37|496.79|1977.32
2451601|22023|1309|2335|187243|3151|2932|2335|187243|3151|2932|2|2|5798|44|1843.16|18.43|1861.59|23.68|164.56|866.28|791.27|185.61|206.67
2452745|73875|961|9709|137398|5967|3896|9709|137398|5967|3896|6|3|5800|4|110.88|4.43|115.31|23.18|67.76|87.59|15.13|8.16|95.37
2452416|37439|1427|6462|31211|2713|615|6462|31211|2713|615|5|1|5801|3|15.81|0.94|16.75|95.90|75.96|11.69|1.31|2.81|172.80
2452406|58666|871|5824|78457|4643|4476|5824|78457|4643|4476|1|3|5801|9|376.29|15.05|391.34|99.67|66.33|225.77|70.74|79.78|181.05
2451296|24326|1048|9038|106029|6027|945|9038|106029|6027|945|4|3|5803|2|80.82|4.04|84.86|53.67|0.96|62.23|16.91|1.68|58.67
2452179|50087|739|6274|169985|1329|833|6274|169985|1329|833|1|2|5804|66|6198.06|61.98|6260.04|67.85|2337.06|929.70|5110.30|158.06|2466.89
2451727|43944|176|5739|33106|5386||5739||5386|386|||5805|||||19.63|||||
2451740|58101|1057|708|172506|7184|2622|708|172506|7184|2622|1|1|5805|6|19.32|0.77|20.09|42.79|96.84|1.93|3.99|13.40|140.40
2451384|70154|830||191475|1493|3271|3090|191475|1493||2||5806|18||18.32||81.03|327.24|172.73|21.35||426.59
2451371|46246|28|2612|157885|1525|1958|2612|157885|1525|1958|4|1|5806|4|53.40|0.53|53.93|67.31|106.80|31.50|1.53|20.37|174.64
2451126|74118|1736|2868|123117|6486|2942|2868|123117|6486|2942|1|2|5807|23|52.90|1.05|53.95|86.27|62.10|34.38|6.66|11.86|149.42
2451135|46340|1747|4006|100942|711|1040|4006|100942|711|1040|1|1|5807|23|258.75|12.93|271.68|65.37|226.32|253.57|5.07|0.11|304.62
2451305|78251|739|866|99176|5166|3716|866|99176|5166|3716|2|2|5807|44|4066.04|0.00|4066.04|15.89|2675.20|3944.05|79.29|42.70|2691.09
2451102|28765|1256|9218|144002|626|4730|9218|144002|626|4730|4|3|5807|9|349.92|3.49|353.41|24.17|82.62|59.48|60.99|229.45|110.28
2452566|47927|1335|4167|181220|4306|3199|4167|181220|4306|3199|1|2|5808|7|10.71|0.85|11.56|18.14|18.06|4.49|3.35|2.87|37.05
2450984|62178|688|6961|17581|7161|3061|6961|17581|7161|3061|4|1|5811|30|524.10|20.96|545.06|90.58|38.10|272.53|17.60|233.97|149.64
2452037|4872|536|4738|130837|4936|4835|4738|130837|4936|4835|5|1|5813|11|457.27|41.15|498.42|41.70|307.89|109.74|222.41|125.12|390.74
2452163|22072|1255|8384|188282|3540|1071|8384|188282|3540|1071|2|2|5813|18|705.42|0.00|705.42|32.95|633.06|105.81|77.94|521.67|666.01
2451571|64952|140|3132|42159|3953|4987|3132|42159|3953|4987|1|1|5814|60|5642.40|112.84|5755.24|94.30|2865.60|4118.95|15.23|1508.22|3072.74
2452269|70379|585|5891|78572|1926|520|5891|78572|1926|520|5|2|5815|2|50.08|4.00|54.08|56.15|16.34|49.07|0.20|0.81|76.49
2452310|13480|525|3592|90077|7089|2261|3592|90077|7089|2261|5|3|5815|4|35.36|0.00|35.36|2.12|10.88|15.20|3.22|16.94|13.00
